C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_058.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_058.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_058.jpg, 0, 0, 0, 8.201495E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_164.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_164.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_164.jpg, 0, 0, 0, 8.21058E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_269.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_269.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_269.jpg, 0, 0, 0, 8.307397E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_374.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_374.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_374.jpg, 0, 0, 0, 8.202371E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_482.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_482.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_482.jpg, 0, 0, 0, 8.195864E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_584.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_584.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_584.jpg, 0, 0, 0, 8.191925E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_684.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_684.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_684.jpg, 0, 0, 0, 8.202285E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_789.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_789.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_789.jpg, 0, 0, 0, 8.247515E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_893.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_893.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_893.jpg, 0, 0, 0, 8.203834E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_16_997.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_16_997.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_16_997.jpg, 0, 0, 0, 8.229605E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_17_102.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_17_102.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_17_102.jpg, 0, 0, 0, 8.225512E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_17_209.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_17_209.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_17_209.jpg, 0, 0, 0, 8.216402E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_17_318.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_17_318.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_17_318.jpg, 0, 0, 0, 8.207052E-05
C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\center_2021_07_21_21_06_17_424.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\left_2021_07_21_21_06_17_424.jpg, C:\Users\Dell\Desktop\dan\AI stuff\MLOther\self_driving_car\simulator\Data\IMG\right_2021_07_21_21_06_17_424.jpg, 0, 0, 0, 8.201184E-05
